"TimestampLSL_s","Marker"
"6441.626997025403","{""event"":""EXP_START"",""participant"":114,""block"":1,""lsl_time_s"":6441.627016}"
"6441.631527625359","{""event"":""BLOCK_START"",""participant"":114,""block"":1,""lsl_time_s"":6441.631546}"
"6441.734156024352","{""event"":""first_trial_start"",""participant"":114,""block"":1,""trialIndex"":0,""lsl_time_s"":6441.734175}"
"6441.734156024352","{""event"":""trial_onset"",""participant"":114,""block"":1,""trial"":0,""stimulus"":""target"",""lsl_t"":6441.734175}"
"6443.842020503674","{""event"":""trial_onset"",""participant"":114,""block"":1,""trial"":1,""stimulus"":""target"",""lsl_t"":6443.842039}"
"6445.951717282977","{""event"":""trial_onset"",""participant"":114,""block"":1,""trial"":2,""stimulus"":""target"",""lsl_t"":6445.951736}"
"6448.056313662331","{""event"":""trial_onset"",""participant"":114,""block"":1,""trial"":3,""stimulus"":""target"",""lsl_t"":6448.056333}"
"6450.165093841644","{""event"":""trial_onset"",""participant"":114,""block"":1,""trial"":4,""stimulus"":""target"",""lsl_t"":6450.165113}"
"6452.269507121","{""event"":""trial_onset"",""participant"":114,""block"":1,""trial"":5,""stimulus"":""target"",""lsl_t"":6452.269526}"
"6454.379248700303","{""event"":""trial_onset"",""participant"":114,""block"":1,""trial"":6,""stimulus"":""target"",""lsl_t"":6454.379268}"
"6456.485078179644","{""event"":""trial_onset"",""participant"":114,""block"":1,""trial"":7,""stimulus"":""target"",""lsl_t"":6456.485097}"
"6458.5919959589755","{""event"":""trial_onset"",""participant"":114,""block"":1,""trial"":8,""stimulus"":""nonTarget"",""lsl_t"":6458.592015}"
"6460.701572538281","{""event"":""trial_onset"",""participant"":114,""block"":1,""trial"":9,""stimulus"":""nonTarget"",""lsl_t"":6460.701592}"
"6462.809912917598","{""event"":""trial_onset"",""participant"":114,""block"":1,""trial"":10,""stimulus"":""nonTarget"",""lsl_t"":6462.809932}"
"6464.914518796952","{""event"":""trial_onset"",""participant"":114,""block"":1,""trial"":11,""stimulus"":""target"",""lsl_t"":6464.914538}"
"6467.020098476295","{""event"":""trial_onset"",""participant"":114,""block"":1,""trial"":12,""stimulus"":""nonTarget"",""lsl_t"":6467.020118}"
"6469.125568655641","{""event"":""trial_onset"",""participant"":114,""block"":1,""trial"":13,""stimulus"":""target"",""lsl_t"":6469.125588}"
"6471.233502134961","{""event"":""trial_onset"",""participant"":114,""block"":1,""trial"":14,""stimulus"":""target"",""lsl_t"":6471.233521}"
"6473.340977714286","{""event"":""trial_onset"",""participant"":114,""block"":1,""trial"":15,""stimulus"":""nonTarget"",""lsl_t"":6473.340997}"
"6475.452702993571","{""event"":""trial_onset"",""participant"":114,""block"":1,""trial"":16,""stimulus"":""target"",""lsl_t"":6475.452722}"
"6477.558131172917","{""event"":""trial_onset"",""participant"":114,""block"":1,""trial"":17,""stimulus"":""nonTarget"",""lsl_t"":6477.558150}"
"6479.664405952253","{""event"":""trial_onset"",""participant"":114,""block"":1,""trial"":18,""stimulus"":""nonTarget"",""lsl_t"":6479.664425}"
"6481.772673931571","{""event"":""trial_onset"",""participant"":114,""block"":1,""trial"":19,""stimulus"":""nonTarget"",""lsl_t"":6481.772693}"
"6483.882067510878","{""event"":""trial_onset"",""participant"":114,""block"":1,""trial"":20,""stimulus"":""target"",""lsl_t"":6483.882087}"
"6485.991230490186","{""event"":""trial_onset"",""participant"":114,""block"":1,""trial"":21,""stimulus"":""target"",""lsl_t"":6485.991250}"
"6488.09590336954","{""event"":""trial_onset"",""participant"":114,""block"":1,""trial"":22,""stimulus"":""target"",""lsl_t"":6488.095923}"
"6490.203768148861","{""event"":""trial_onset"",""participant"":114,""block"":1,""trial"":23,""stimulus"":""target"",""lsl_t"":6490.203787}"
"6492.3099226282","{""event"":""trial_onset"",""participant"":114,""block"":1,""trial"":24,""stimulus"":""target"",""lsl_t"":6492.309942}"
