participant,start_time_s,end_time_s,sam_label,block,sam_rating,stimulus,theta_AF3,alpha_AF3,beta_AF3,tbr_AF3,bar_AF3,theta_F7,alpha_F7,beta_F7,tbr_F7,bar_F7,theta_F3,alpha_F3,beta_F3,tbr_F3,bar_F3,theta_FC5,alpha_FC5,beta_FC5,tbr_FC5,bar_FC5,theta_T7,alpha_T7,beta_T7,tbr_T7,bar_T7,theta_P7,alpha_P7,beta_P7,tbr_P7,bar_P7,theta_O1,alpha_O1,beta_O1,tbr_O1,bar_O1,theta_O2,alpha_O2,beta_O2,tbr_O2,bar_O2,theta_P8,alpha_P8,beta_P8,tbr_P8,bar_P8,theta_T8,alpha_T8,beta_T8,tbr_T8,bar_T8,theta_FC6,alpha_FC6,beta_FC6,tbr_FC6,bar_FC6,theta_F4,alpha_F4,beta_F4,tbr_F4,bar_F4,theta_F8,alpha_F8,beta_F8,tbr_F8,bar_F8,theta_AF4,alpha_AF4,beta_AF4,tbr_AF4,bar_AF4,sam_label_final,focus_label_binary,beh_hits,beh_false_alarms,beh_misses,beh_hr,beh_far,beh_dprime,beh_n_targets,beh_n_nontargets,behavior_source
P7,1059337.7331446202,1059338.7331446202,4,1,Medium-High,target,17131302.578648843,8024770.203022575,6997703.415277893,2.4481321316428675,0.8720129347307874,5600011.8101121485,7723558.016818031,10093712.955375286,0.5548019678061015,1.3068734556529835,12126987.601573616,9245014.19186296,7726760.141769933,1.5694789768374695,0.8357759091998664,12646044.438373694,11285839.034966132,8531044.624006156,1.4823559125207275,0.7559069908382543,4568137.825579505,5774965.019949663,7759925.588434244,0.5886831997961517,1.3437181977081278,7624383.671009407,10474945.744120073,9386907.845263716,0.8122359137526196,0.8961294955186658,15418444.306382358,13506650.630357644,8054399.649063176,1.9142884607390585,0.5963284214193005,4867276.10829902,5862383.581421383,7863943.794534248,0.6189357700753112,1.3414243004255226,3691446.038938692,7942181.924528986,9478163.370491613,0.3894684966531891,1.1933953994706208,8991177.511300074,6217862.885757752,6954962.273819328,1.2927715719099877,1.1185454555052878,4965907.491414742,3807874.316984688,8004849.340330728,0.62036239288041,2.102183179897982,7682381.864573476,11857786.1912112,10681446.591921404,0.7192267263110053,0.9007960187238256,8364061.294667698,4422381.083469544,6311177.42174096,1.3252774776787122,1.4270994069985432,7364346.36202532,10436018.38926924,9941533.909678323,0.7407656030681494,0.9526175154981168,4,1,125.0,3.0,1.0,0.9881889763779528,0.0945945945945946,3.576202837291852,126.0,36.0,trial_rows
P7,1059339.840829095,1059340.840829095,4,1,Medium-High,nonTarget,14216616.310944824,10215337.185268337,10569546.231442988,1.3450545557625069,1.0346742393080732,10212447.29735328,6277898.291513024,13584123.163903302,0.7517928963196183,2.1638010896524764,11502163.913529895,8152723.87819252,8725922.277075708,1.3181602526701146,1.070307593811244,10765531.038455086,10183578.83063188,8617007.159464153,1.2493352783896885,0.8461668832517376,5399202.467106442,5225370.014989384,4895422.801209212,1.102908305646816,0.93685667946314,15144474.329075908,14301378.784367444,10171360.9760958,1.4889329328363885,0.7112154100284312,14645907.594548926,6771271.06195622,9598702.2906974,1.525821632028637,1.417562847930701,12552288.449635703,7716862.2581956545,6304771.652069865,1.990918805999068,0.8170123349518017,12791893.520887388,10491237.374860276,7242010.170732677,1.7663456995108344,0.6902913271304307,10892016.098523509,9353552.972705424,15139701.269209431,0.7194340168834961,1.61860432216384,12407626.293443926,14920323.96847371,11923974.58003197,1.0405612835020537,0.799176653618718,11349353.319498314,10570334.828896372,8841740.35963287,1.2836107890380946,0.836467387528917,9313163.16575709,14762718.653500875,10661737.723656436,0.8735126868758826,0.7222069304374421,6073427.465898159,10520564.78463404,6341479.228010311,0.9577304044570284,0.6027698472302978,4,1,125.0,3.0,1.0,0.9881889763779528,0.0945945945945946,3.576202837291852,126.0,36.0,trial_rows
P7,1059341.9487080704,1059342.9487080704,4,1,Medium-High,target,7794024.384887113,5949709.927115053,6920132.249172037,1.1262825773047378,1.163104140192517,6930273.152878351,7082761.618847622,10723802.210296476,0.6462514896278334,1.5140707519733323,9968491.062482685,9021947.63243084,7784257.070552016,1.280596333360272,0.8628133733086915,3340480.186745628,4046663.8446039353,8925796.651672252,0.3742500884915172,2.205717350002878,6140608.699144575,11811787.230070952,7780126.044444032,0.7892685367905736,0.6586747536932476,5361283.186206223,6308839.924850694,8879177.141364776,0.6038040576113752,1.4074183601313852,9785183.820605827,15013527.495800924,8629985.469823206,1.13385866694933,0.5748139784095971,6418797.194888168,6124850.493704448,10246987.117647683,0.6264082428515514,1.6730183256195816,8383715.443780717,9164568.77243452,5065690.225213819,1.6549996290834872,0.5527472542353069,3356690.9577605613,3899748.294457317,8935323.754946642,0.3756652864315386,2.29125653254246,8889799.145443106,7208097.945792287,9597559.87840376,0.9262561794948274,1.3314968734583186,6695624.49836214,16282703.64992245,7377801.624268585,0.907536531795259,0.4531066696840438,12281156.417054497,7178878.530473951,5086402.68564111,2.414507300360654,0.7085232970650786,10335343.695834436,11932939.17123243,9211216.220186563,1.1220389847308463,0.771915124011751,4,1,125.0,3.0,1.0,0.9881889763779528,0.0945945945945946,3.576202837291852,126.0,36.0,trial_rows
P7,1059344.056603246,1059345.056603246,4,1,Medium-High,target,13627114.4778126,9727223.309645196,7539089.336349975,1.807527921457172,0.7750505047904537,7492401.678286109,10830494.038470482,9062990.557628537,0.826703021551708,0.8368030604547048,6555981.211506669,11527520.055345563,8605455.598509911,0.7618401067157767,0.7465140426729836,4426871.430183693,4033353.305378172,10023326.918500695,0.4416568935821831,2.485110070852297,10530071.035429431,7868197.195114173,9389384.193681732,1.1214868641241973,1.1933336138946993,7802198.936636944,5950587.323284194,5306387.05969828,1.4703410906253371,0.8917417342881084,3744319.7075457615,5263196.631111471,8947618.371542525,0.4184711005840832,1.700034978486636,7866756.947646283,6508813.462075509,9217053.310390566,0.8535002112636078,1.416088103322516,10559691.69009222,8734672.732717859,9743418.314313175,1.0837768993844727,1.1154875073701176,4047592.4926720127,4645730.054762056,9176710.95030232,0.4410722441397881,1.975300080316942,12910581.336480662,10983882.300406378,9721522.449690068,1.3280410967823526,0.8850716152821844,4666731.525564159,9223064.111703308,7520830.445638347,0.6205074771058823,0.8154372944339651,6799247.907190189,10958688.56683712,7132649.1860095775,0.953257019919984,0.6508670396560226,8454538.953866698,9758861.376365343,5174770.239864686,1.633799871680443,0.5302637306025565,4,1,125.0,3.0,1.0,0.9881889763779528,0.0945945945945946,3.576202837291852,126.0,36.0,trial_rows
P7,1059346.1638809212,1059347.1638809212,4,1,Medium-High,target,9000570.016761744,8777566.702584397,6183667.688729349,1.4555390861586268,0.70448541130524,7829716.755951547,6786704.411437348,8062863.484358779,0.971083879956604,1.1880381103339015,11355726.871354964,8436903.443055227,8983800.369806087,1.2640226189264796,1.0648219966534087,7328257.714854867,7486153.783573564,11361501.068876429,0.6450078797184482,1.5176686717024588,6622448.15627106,9359773.217000268,8648127.867030457,0.7657666789962759,0.9239676717084084,7134012.073451631,5175571.029816817,10306901.76634486,0.6921587335533098,1.991452094264787,12475660.569244912,12840834.532091765,11525794.737999717,1.0824121765862753,0.8975892267122122,3877464.084852759,5085451.091832198,11371707.328501604,0.3409746639481685,2.2361255910544164,8328030.557580574,8147077.281670965,8118783.8966260655,1.0257731531740195,0.9965271736026668,11121706.96699079,7075505.821580073,7856532.123396448,1.4156000118513838,1.110384518296101,7216654.034920875,6263542.651763621,5935852.487083554,1.21577381692425,0.9476829355368404,11072262.48234324,9450540.510841897,6197247.734263506,1.7866419025217637,0.6557559038188207,6723499.339625324,9374869.669641657,8332509.419057313,0.8068996986967676,0.888813360898255,7066236.492822873,6654365.597947585,9401239.993767217,0.7516281360232915,1.412792828315122,4,1,125.0,3.0,1.0,0.9881889763779528,0.0945945945945946,3.576202837291852,126.0,36.0,trial_rows
P7,1059348.2751046964,1059349.2751046964,4,1,Medium-High,target,14186372.152293788,10842683.60558489,9028904.678021297,1.5712174021315242,0.8327186337311047,5430067.055632135,6602251.066237707,8744444.477874279,0.6209733584988295,1.324464094161948,9226609.131795589,10890693.90750828,7445942.26564798,1.239145940516186,0.6836976898703017,10944655.591234175,17060920.26606053,8097870.440868718,1.351547381642236,0.4746444104177602,3941671.141220981,8361351.589731995,6078186.881949901,0.648494562239666,0.7269383205239338,6256756.6447664825,5930571.440774539,8081603.431461908,0.7741974346834137,1.3627023149739586,7389438.451010924,10001654.385973431,12552892.215655796,0.5886642157091827,1.2550815826289985,5560892.294696462,8614493.7875482,8353691.054686546,0.6656808658942107,0.9697251238095232,8216699.5060948655,6818762.99427063,8060566.305206339,1.0193700039149458,1.1821156288873973,6254839.202132396,5320107.150884381,5814950.117699843,1.0756479549314786,1.093013721863328,6549983.509368868,6090095.365462612,11005247.073019069,0.5951691466725074,1.8070730280236085,5772350.589716386,8071057.273917715,9385747.035520416,0.6150123765184476,1.1628894105176566,4942526.805661894,6928546.6373157175,9406628.818508444,0.5254301940709086,1.3576626254987283,12522375.17206186,8587655.452339942,9621736.310469054,1.3014672994557883,1.1204148051663332,4,1,125.0,3.0,1.0,0.9881889763779528,0.0945945945945946,3.576202837291852,126.0,36.0,trial_rows
P7,1059350.3818363715,1059351.3818363715,4,1,Medium-High,target,5915815.084185053,4413878.179431298,10002044.765578398,0.5914605685973405,2.266044589129803,4431552.321136646,8800608.27782316,8413892.018862484,0.5266946986248309,0.9560580079521128,9492181.4085407,6789390.145146257,10583468.817824544,0.8968875490570813,1.5588246648913937,8493845.785288887,5540851.665394964,6924041.785243996,1.226717869235039,1.2496349304002592,11986735.862567443,12445088.486088578,7209919.117808823,1.6625340266244697,0.5793385178312108,3338686.508221001,4164791.977747,10516105.346656883,0.3174831744417988,2.525001345288249,6044058.93960648,5112460.016088456,11174466.406848269,0.5408812125384691,2.185731794807826,10260820.78438238,9999547.061028402,7030781.052824331,1.4594140689760935,0.7031099518722853,10414893.26478591,10265320.288566943,7904494.885488282,1.3175912459512653,0.7700193138924225,7755255.365235957,7278388.914055487,6631800.477037244,1.1694042051006663,0.9111632471618,15776167.597179452,13607803.162272744,6065109.694406901,2.601134751400763,0.4457082177101333,13348611.907401145,11730007.493936792,9688724.733428717,1.3777470487261163,0.8259777104521706,7679439.336088821,6299328.952674057,8745852.034291664,0.8780664600748401,1.38837836537796,4443660.545842339,6278672.397734563,10662904.947605196,0.416740144236243,1.698273818435332,4,1,125.0,3.0,1.0,0.9881889763779528,0.0945945945945946,3.576202837291852,126.0,36.0,trial_rows
P7,1059352.496401947,1059353.496401947,4,1,Medium-High,target,10215120.78936378,10533955.85047262,10033671.918984642,1.0180839947572753,0.952507496842648,11210757.260706617,8879692.319501594,5806702.275079966,1.93065818249692,0.6539305717076792,11169030.7167103,9806881.442624882,8576513.990264216,1.302280941812609,0.8745403970101071,5406618.62418815,11427387.963908086,6505742.447404796,0.8310532837562457,0.5693114181431781,5165126.827822891,8514822.382758824,12046224.6966311,0.4287755672752305,1.4147358752923385,10314107.961966893,11548010.614613554,7593353.98874365,1.358307274658402,0.657546502350332,9907100.841641162,7470145.631850988,5809514.766758775,1.7053232910824492,0.7776976585286821,12203305.43818125,8373926.256482745,9194300.416826874,1.327268512550174,1.0979676838817432,8248474.649134285,7423802.835148396,9850669.500671776,0.8373516793525325,1.3269034374179831,8476557.315212265,6312239.775281696,7363604.94762258,1.1511423243786336,1.166559764801388,11122299.4413308,12093612.27182684,9067787.639336703,1.2265725537154708,0.7497997649933703,7722659.338319334,7426146.283376499,13222327.282827452,0.5840620318292353,1.780509941263312,8058017.677469422,6756042.651388373,7169482.480294896,1.123932961635186,1.0611955622899392,8198130.444231632,5631421.947560639,8166084.981607141,1.0039242137078743,1.450092899741679,4,1,125.0,3.0,1.0,0.9881889763779528,0.0945945945945946,3.576202837291852,126.0,36.0,trial_rows
P7,1059354.6041534222,1059355.6041534222,4,1,Medium-High,target,16911630.948966425,8724887.705362035,5155619.701732592,3.2802324312794293,0.5909095768148528,10453118.997617302,10771443.830559712,12402090.034070425,0.8428514039892467,1.151386037857283,12212495.70402998,5831573.907166987,6591694.671036325,1.8527095555094888,1.13034573101014,6516725.584102415,8793356.31182311,5992218.247484755,1.0875314140698769,0.6814483611255371,3782136.480657618,6974046.424518131,10556387.82899397,0.358279417346687,1.513667559177936,11907377.270626292,9951299.800870305,5663328.120752979,2.102540593929621,0.5691043616490868,9618116.620510831,10510275.54551744,10144132.089756424,0.9481458379493336,0.9651632867116244,10008420.327237742,9369967.705664914,5487017.228200745,1.8240183894081952,0.5855961728537648,7172533.682527319,12450605.012357475,7447258.103037686,0.9631106621108902,0.5981442745670699,14202975.82035965,6568230.096661301,7475473.458384516,1.8999433145508051,1.1381260017343753,6924170.908266482,7549153.701992707,8252829.125509339,0.8390057279707877,1.0932124912665226,6955700.4060243415,8637383.276803395,7251378.618296546,0.9592245519319382,0.8395341952430071,7157152.857408822,12343976.438052643,13340899.366225012,0.5364820362507565,1.0807618949351818,7677064.832945564,6626019.781157784,8587501.321382718,0.8939812112552246,1.2960271180902208,4,1,125.0,3.0,1.0,0.9881889763779528,0.0945945945945946,3.576202837291852,126.0,36.0,trial_rows
P7,1059356.7074273976,1059357.7074273976,4,1,Medium-High,target,5186265.478014618,6717556.381892184,8093059.668429271,0.6408287706373955,1.2047624475836016,16070997.016937705,8718179.439765956,11782254.484182289,1.3640001613030055,1.351458130173401,6267763.79327722,9404492.563003356,9329898.908127632,0.6717933232713948,0.992068295617653,5502624.2392559415,6164507.02908604,8388662.123560049,0.655959693954236,1.3608001554673814,10756243.33724231,6703730.369740532,10277788.970895829,1.0465522660273867,1.5331447424090878,8357057.2276791325,9658332.6100165,10879591.354125395,0.7681407284208562,1.1264461262021923,5751031.891535846,8895603.149799466,7944159.813148446,0.7239320490528481,0.8930434147489518,4995104.197684164,12633656.845565878,8303745.121471699,0.6015483525340751,0.6572717007416679,4315670.278487071,6229906.574865361,9373548.700399324,0.4604094368553522,1.5046050189929057,7442140.881959128,7234176.594268732,6310574.940897103,1.1793126540227985,0.8723280194592774,7015901.093523207,6451898.98385636,7204030.580310311,0.9738855235704732,1.1165752282135697,6496184.639326703,5080995.720876616,11006892.218905928,0.5901924457994208,2.166286457136974,6348915.971268783,9780070.85433268,8332803.84668559,0.7619183276219916,0.8520187604769822,7718110.26828405,10244239.070968425,11001264.540487478,0.7015657372731492,1.073897676955277,4,1,125.0,3.0,1.0,0.9881889763779528,0.0945945945945946,3.576202837291852,126.0,36.0,trial_rows
P7,1059358.817829473,1059359.817829473,4,1,Medium-High,target,13483693.292581623,13660871.915251762,10102478.55689505,1.334691602327516,0.7395193088382651,8033235.746782755,8869491.18370633,11956086.888548058,0.6718950624620551,1.3480014400952276,6975059.160794173,7856865.409578282,7287519.960689423,0.9571238498720092,0.9275352931215072,11973908.903686972,9364088.23075147,7862766.880917064,1.5228620007478093,0.839672447243278,5629361.94619123,11137550.392852388,6769925.635469056,0.8315249308940449,0.6078469139689558,7170824.570079501,13036518.602999171,8387023.524387443,0.8549903966798794,0.6433484107066691,11724617.783377508,14211008.890051495,7123869.585062016,1.6458215080133924,0.501292317820526,5728309.192207101,10780717.34741515,11426831.728520976,0.5013033645983811,1.059932410829855,8746911.331824375,8081802.473411091,8432837.828541629,1.0372441056816886,1.0434352802218856,8941472.928342437,5841361.599413627,6914488.82073713,1.2931502472787595,1.183711828665294,9206823.70887828,7677372.171062075,7369098.280684927,1.2493826731840716,0.959846431368912,3640254.318715446,4077558.768481808,7358351.990947484,0.4947105443166922,1.804597409564059,7564734.468967753,8505003.340867484,6798072.680951006,1.1127763447079675,0.7993027643252664,4748212.456999267,14998399.71559024,9306657.57404475,0.5101952467061336,0.6205100377722864,4,1,125.0,3.0,1.0,0.9881889763779528,0.0945945945945946,3.576202837291852,126.0,36.0,trial_rows
P7,1059360.9279630482,1059361.9279630482,4,1,Medium-High,target,12417109.179942982,11257070.342276487,9982430.235975511,1.243896414641915,0.8867698195405245,6035668.181553763,8789660.782930676,9454743.946910568,0.6383745784597349,1.0756665337155522,6207732.892236873,3563860.6641079783,9542231.537656412,0.6505535804428303,2.677498487456944,7201650.260400326,6878398.765695728,11113919.808740376,0.6479847240517874,1.6157713716989244,6540234.616896289,6357521.828782618,8546481.892944207,0.7652546040372199,1.344310271063709,10770112.294717569,10650700.966252437,8821468.968663236,1.2208978269919164,0.8282524311418317,9879695.75147069,5214718.26482212,11277288.682844546,0.8760701290284492,2.162588295310184,6820591.271770988,8082910.744805556,13724906.951310271,0.4969499098221462,1.6980154036874051,10482421.436121244,12420091.358118828,12027592.198451208,0.8715311646059187,0.9683980456865924,5103050.408378067,7345747.685951019,10226370.727113036,0.4990089391976001,1.3921483781251165,7639651.648698757,4854326.377883041,5705326.953558806,1.3390383602701996,1.175307655363479,10161080.69075759,3963135.240530957,9441480.992789138,1.07621682430098,2.3823262189569454,12749376.969520718,11570827.259076416,7122388.581842214,1.7900423183907606,0.6155470496938975,12410384.634730734,16804125.088501647,8770557.306208396,1.4150052501162975,0.5219288275954169,4,1,125.0,3.0,1.0,0.9881889763779528,0.0945945945945946,3.576202837291852,126.0,36.0,trial_rows
P7,1059363.0365793232,1059364.0365793232,4,1,Medium-High,target,5616398.071448103,8803598.080396274,7547326.202966169,0.7441573241184151,0.8573001781819694,7236799.92057363,6107369.399713399,8593772.32224853,0.8420981670457087,1.4071152012930166,7729233.500961791,8187714.695422576,7828435.620695312,0.9873279765536718,0.9561197369361047,7208187.970340926,8901530.157579282,8835494.736882582,0.8158216585485946,0.9925815652446592,11657823.939691504,8800533.287289172,8769406.37998294,1.3293743538105007,0.9964630657836168,7495082.86228465,6345402.574804467,8986609.7259976,0.8340278582035143,1.4162394930907156,12122268.827185487,13429360.350777091,6888737.145440972,1.7597229464921758,0.5129609278108583,8486707.865346836,8156197.802903592,6820710.700865015,1.2442556556856363,0.8362610698868601,7079830.265038225,11739402.002080357,9711142.08547732,0.7290419811307125,0.8272263002626877,11407429.88109082,11660349.94330539,5816311.679633062,1.9612824259463493,0.4988110741026608,10595559.482986167,6901479.53892594,9405446.60526014,1.126534435596119,1.3628159805750706,8850537.531778246,12074557.35629787,9233418.592632456,0.9585331199909296,0.7647003794980918,8888097.037389992,8444491.623527082,10468423.616535826,0.8490387247369733,1.2396748180044248,6287487.335777942,5545798.79434557,9164827.243908271,0.6860453741729987,1.652571177528586,4,1,125.0,3.0,1.0,0.9881889763779528,0.0945945945945946,3.576202837291852,126.0,36.0,trial_rows
P7,1059365.1433114985,1059366.1433114985,4,1,Medium-High,target,6173787.942349151,11549981.58746318,9612413.4951884,0.6422724059300516,0.8322449193877595,5365278.474619391,8107555.713787411,11789034.137348782,0.4551075526723329,1.4540799414181989,16209567.532914186,12181606.09643231,8774754.982326167,1.8472957439339317,0.720328248415131,4196331.830615484,2906317.4179406757,8951016.255403697,0.468810659134059,3.0798481267562665,6408311.590176445,5066357.213077406,12071568.04135721,0.5308599154825255,2.382691850112302,11466752.248656088,6934396.136598479,8806111.924284445,1.3021356470651306,1.2699176324535877,9243065.81619702,8835120.077845555,11950930.315082803,0.7734180998889857,1.35266190043645,7462134.48075988,5333619.15453053,11533928.286446938,0.6469725054150318,2.16249566237771,10125555.92197312,6656882.217345631,12616001.200087965,0.8025963030110143,1.8951816763731888,6101336.937402199,9734603.828625975,8861084.88258879,0.6885541689585617,0.9102666157334024,14232044.272694374,9678543.158896664,5772487.310383394,2.465495982484735,0.596421095160095,7455370.163834999,5709688.580858161,5263811.370580211,1.4163444772173173,0.921908663850291,11097254.775651542,9346267.565572,10302478.78214234,1.0771441524234748,1.1023094202965735,8352280.788148967,6644926.499429923,6508863.201272191,1.2832165202852122,0.9795237316515985,4,1,125.0,3.0,1.0,0.9881889763779528,0.0945945945945946,3.576202837291852,126.0,36.0,trial_rows
P7,1059367.2495128738,1059368.2495128738,4,1,Medium-High,nonTarget,5803083.783621304,8552895.991145728,10226849.04712282,0.5674361435161615,1.195717691143448,12476951.829814585,9653136.84656439,9340966.85531424,1.335723809223906,0.9676612901886652,14710016.385407468,11268359.829461906,8209807.458299989,1.7917614341291122,0.7285716450796041,11045629.229075648,7957381.36957573,8184226.825150956,1.349624034750761,1.0285075510446875,6326622.108530487,7803976.993873327,5658686.921401851,1.118037134127782,0.7251029732461179,11280156.829132736,2991534.6552705746,6082109.297197732,1.8546455313339976,2.033106748899629,7290273.449415405,9917396.043373302,10468742.659998966,0.6963848177557671,1.05559388918365,9304026.677110368,15092323.094851356,9108290.500904825,1.0214898916746344,0.6035048708977119,6257465.469479795,8663789.29643905,8027224.347031923,0.7795304078916769,0.9265258043996102,9597092.245951144,10160004.176404675,8222411.936135327,1.167186990933215,0.8092921807287087,13683559.273115672,11111006.307833904,9471682.96753768,1.4446808787850445,0.8524595077278997,9398680.1454319,8219457.990443484,9124927.565242285,1.03000052090631,1.11016171332119,11686777.025503768,6718540.516348703,7045282.356007263,1.6588088929521565,1.0486328598991814,10056482.48172121,10573472.605711645,8572297.755915117,1.1731373277114605,0.8107362713820699,4,1,125.0,3.0,1.0,0.9881889763779528,0.0945945945945946,3.576202837291852,126.0,36.0,trial_rows
P7,1059369.3543066492,1059370.3543066492,4,1,Medium-High,target,8705244.688829878,8287021.266078327,9584451.000229193,0.9082674311362968,1.1565616513453028,4411328.433110003,8809693.38661047,11003860.760632273,0.4008891541859652,1.2490628535786088,8082077.356885366,8099155.666760127,8604732.112285733,0.9392596133638924,1.0624233520539124,7926312.79874504,6744600.746535393,9607286.845145687,0.8250313461547159,1.4244411502164624,6479582.835546727,6852178.540473486,7842458.460479896,0.8262183176613508,1.1445204491034733,9091149.80174972,9366070.138568316,7574541.109251339,1.200224498174026,0.8087213737659638,5153069.21340913,7538572.79601029,8384224.178785674,0.6146149129036615,1.1121765890783646,7524261.559696063,7431290.209125558,10489092.916777449,0.7173414917185932,1.4114766913418255,7490276.521443464,6520493.642513767,7068181.793196461,1.059717582342505,1.0839948906800176,6789111.382566008,6098923.621676413,8298976.706264689,0.8180660848753893,1.3607280925389824,10981053.38702056,10826193.0599645,8338070.968829204,1.3169776832161542,0.7701757139047867,3526775.155996891,7128018.295984986,6658730.909526011,0.5296467455910361,0.9341629935597512,5890177.682400268,6590807.92750425,12412307.100118196,0.4745433411282725,1.8832755007652573,8381425.948214599,10729688.462572314,10248067.891045436,0.8178542567558639,0.9551132753567932,4,1,125.0,3.0,1.0,0.9881889763779528,0.0945945945945946,3.576202837291852,126.0,36.0,trial_rows
P7,1059371.4671378245,1059372.4671378245,4,1,Medium-High,target,11003402.770801907,7309900.382195254,9351021.590869864,1.1767059528068458,1.2792269527565894,11068019.863967355,9543777.238281634,8324927.44413318,1.3295034627319562,0.8722885327562498,4016895.183152647,8006636.320163975,8344005.747948538,0.4814108839918097,1.042136224788296,2461232.02696986,4775970.3696313165,5927004.45273609,0.4152573271365906,1.241005281444748,12288983.45926796,16353839.591416854,6856284.938854751,1.7923676697895037,0.419246189894953,13276522.41912816,14485709.903909937,7504469.400127734,1.769148718082877,0.5180601744690574,6388422.406834929,6574763.776551276,7434997.762248779,0.8592366280555135,1.130838766978291,10667444.189968068,14080907.04767352,9171687.729292722,1.163084102383705,0.6513563152032944,8481231.91066319,11529065.720799034,8434498.54202171,1.0055407406153012,0.7315856068723275,11208617.729108565,10388430.304586774,10742531.753508553,1.0433869767662345,1.0340861360705702,7561390.733514085,6651227.762459157,7797661.982238946,0.9696997318859132,1.1723643003552653,12743455.668731837,13616060.22349294,11175945.945659526,1.140257453883006,0.8207914596600212,4656324.684537014,5628061.178429601,8690134.930214336,0.5358173057069171,1.5440725775193416,12937243.407832766,9132334.746491935,10062945.41098331,1.285631878089319,1.1019028200700651,4,1,125.0,3.0,1.0,0.9881889763779528,0.0945945945945946,3.576202837291852,126.0,36.0,trial_rows
P7,1059373.5780361998,1059374.5780361998,4,1,Medium-High,target,8129358.589862828,7578527.075250565,6835244.704228692,1.1893295619443618,0.901922581572713,5465107.375988842,3592266.706507224,8153253.23571293,0.6702977594330746,2.269668123734714,7647842.120344926,8270054.95714167,7726714.430289781,0.9897922576722048,0.9343002519732128,17864710.814590957,12436003.676898934,9652780.387342071,1.8507321308187423,0.7761963278664057,7935245.290902586,5157734.84696974,8183682.274215704,0.969642396296852,1.5866814632830073,10040521.399483517,9290220.372070888,6386024.482131287,1.5722647834467072,0.6873921420991841,9005623.177899377,4643083.921683116,7796531.590922665,1.155080701319088,1.6791709394941166,14128080.40565748,4891475.53478809,12280649.994750883,1.150434253211047,2.510622798256091,13020483.087126588,13372365.544018349,10470883.479768496,1.2434942201662684,0.7830240240816835,10955919.268413143,6866152.032438118,10005052.434063476,1.0950386657757354,1.457155680036808,9454242.711306356,9634763.26924159,8133992.278595902,1.162312722644772,0.8442337451676877,6257179.902276177,8763429.263762923,7003132.751799933,0.8934829774100694,0.7991315432599113,11222264.817923136,9824235.541804653,8998562.703896498,1.247117477223751,0.9159555128340824,14157849.177718865,7120339.508491861,8180169.566097093,1.7307525306561375,1.148845438667813,4,1,125.0,3.0,1.0,0.9881889763779528,0.0945945945945946,3.576202837291852,126.0,36.0,trial_rows
P7,1059375.6872364748,1059376.6872364748,4,1,Medium-High,target,5953192.9804774085,6598821.366854941,10686905.601242729,0.5570548859143232,1.6195173360687902,7234579.386266968,10089721.864803797,12003373.38036044,0.6027121840685195,1.1896634556629433,6606405.698910772,16681813.449732576,7149578.64213126,0.9240272790315696,0.4285852172891835,9781979.64887364,9538484.65125394,8955960.727142604,1.092231190700473,0.9389290914217956,4463100.94755611,7495780.323177082,11234179.795694552,0.397278753653789,1.4987338624316768,8051981.564205102,6610689.750652385,8708152.276654407,0.9246486864718216,1.317283461350615,12843263.483858012,13253187.123143006,8116917.448596972,1.5822833686793254,0.6124502259854939,5021978.807408024,4936866.442899295,12732437.94890859,0.3944239765832514,2.5790525419665102,7295552.561185908,8132622.930943308,9022291.525310837,0.8086141464969525,1.1093950379750772,9632507.015501233,8604441.847860629,8121106.247187436,1.186107744722246,0.9438271988794524,7509728.544252564,9540772.51537823,9473235.409340572,0.7927311229749449,0.9929212119952764,7138128.650377209,4202693.1349322265,9124114.476587344,0.7823365948217536,2.1710161041140306,5332392.575413735,7676185.097795171,6453097.421105963,0.8263307102684099,0.8406646451190299,10713267.232655732,13115764.0814124,7564385.993764475,1.4162771758986077,0.576740016579338,4,1,125.0,3.0,1.0,0.9881889763779528,0.0945945945945946,3.576202837291852,126.0,36.0,trial_rows
