participant,start_time_s,end_time_s,sam_label,block,sam_rating,stimulus,theta_AF3,alpha_AF3,beta_AF3,tbr_AF3,bar_AF3,theta_F7,alpha_F7,beta_F7,tbr_F7,bar_F7,theta_F3,alpha_F3,beta_F3,tbr_F3,bar_F3,theta_FC5,alpha_FC5,beta_FC5,tbr_FC5,bar_FC5,theta_T7,alpha_T7,beta_T7,tbr_T7,bar_T7,theta_P7,alpha_P7,beta_P7,tbr_P7,bar_P7,theta_O1,alpha_O1,beta_O1,tbr_O1,bar_O1,theta_O2,alpha_O2,beta_O2,tbr_O2,bar_O2,theta_P8,alpha_P8,beta_P8,tbr_P8,bar_P8,theta_T8,alpha_T8,beta_T8,tbr_T8,bar_T8,theta_FC6,alpha_FC6,beta_FC6,tbr_FC6,bar_FC6,theta_F4,alpha_F4,beta_F4,tbr_F4,bar_F4,theta_F8,alpha_F8,beta_F8,tbr_F8,bar_F8,theta_AF4,alpha_AF4,beta_AF4,tbr_AF4,bar_AF4,sam_label_final,focus_label_binary,beh_hits,beh_false_alarms,beh_misses,beh_hr,beh_far,beh_dprime,beh_n_targets,beh_n_nontargets,behavior_source
P2,97969.58321613472,97970.58321613472,5,2,High,target,6233717.650257095,10402018.4789207,6792755.369423957,0.9177008903215854,0.6530228131385482,4437311.638533578,6750685.692507412,8523592.480752148,0.5205917162926138,1.262626178880241,7937380.481037494,11523132.40858342,11312271.0368459,0.7016610948574481,0.981701037160655,10627475.713041468,9420286.502410077,10352165.468330927,1.0265944594445249,1.0989225715887134,4154496.405692392,6138417.266423697,10553879.233194696,0.3936463847933203,1.7193160345946132,15415408.91953867,4623450.15367045,5206394.098775053,2.9608609388915768,1.1260841851278136,6146987.6708906,10026135.82718192,6695818.672521578,0.9180337717502296,0.667836421522288,10371682.219904544,15244241.709601156,10472123.272601517,0.990408721318268,0.6869559976870444,11462551.780161342,15521144.15980704,13021717.984986844,0.8802641704709688,0.8389663707078624,7452243.161285587,7440765.479606415,9265302.0928996,0.8043173429818938,1.2452081870197171,8937533.857935267,7749223.246004257,4172288.680002432,2.1421178023400955,0.5384137929119276,9721429.629707118,12455004.34138114,8648849.490711639,1.1240141986685477,0.6944075853892929,11348886.14633756,11034286.550389864,5953718.656801417,1.9061844874669729,0.5395653474842068,6579648.709148757,4925933.337458319,9884401.171115106,0.6656598204832348,2.0066047374110942,5,1,124.0,4.0,2.0,0.9803149606299213,0.12162162162162163,3.2272164156105685,126.0,36.0,trial_rows
P2,97971.68911372883,97972.68911372883,5,2,High,target,9224362.026436288,7107254.964495214,8980400.352170784,1.0271660131729574,1.2635539877256408,12836851.50083915,10155057.152323147,7504834.729018029,1.7104775740369689,0.7390243714483838,10642720.159483269,6892884.143998972,6894133.065291099,1.543735819818251,1.0001811899440112,11867936.596087256,11090786.993854469,7639175.882358472,1.5535624233360656,0.6887857359979438,10782915.454334997,7893231.144731416,9598101.52956034,1.123442528829858,1.2159914429931389,5054892.20801233,4935452.664450928,6727372.124666713,0.7513917937552413,1.3630709444591822,8289519.495829185,9196912.323267637,8952638.819915459,0.9259302941372836,0.9734396181276864,6643736.693232191,5184085.476985296,7878260.18104196,0.8432999850930928,1.5197010574029748,6519834.51105848,11314220.38976726,11448060.558772668,0.5695143275654949,1.0118293761651007,18000912.218671605,13768541.084453812,6808843.479812932,2.6437547392653777,0.4945217825221047,13409825.88702199,5665856.781040531,6810314.741764635,1.969046423770327,1.2019920384422291,9660899.79494661,10029747.13193681,9104809.470265472,1.0610765471256944,0.9077805602171022,14522325.661705548,8906369.92318703,6743484.516674129,2.1535343672543825,0.7571529786920258,10878836.298544811,4200083.151041587,6103968.335898388,1.7822563453621938,1.4532970220803016,5,1,124.0,4.0,2.0,0.9803149606299213,0.12162162162162163,3.2272164156105685,126.0,36.0,trial_rows
P2,97973.79457012298,97974.79457012298,5,2,High,target,10169761.695069844,7365137.436638938,11815824.245974258,0.8606899936358448,1.6042910736729414,9381087.107684,6871167.369849726,7881994.074550677,1.190192103540598,1.14711134954104,12584021.88728123,11326748.133368818,8684732.233226208,1.4489821389238746,0.7667454180993766,6770159.178402872,5352725.636991603,6914569.697955061,0.9791150388440084,1.2917848152294356,7805447.972849891,4714136.142663783,8816794.409789214,0.8852931814065628,1.8702884564566629,13138626.202673957,10853970.685241677,9418348.25927949,1.3950032257226246,0.8677329737112497,7272366.609865607,8500238.669396188,7616648.667123815,0.954798747808304,0.8960511537807045,11240923.27812391,9272865.42301464,12973217.462585673,0.8664715064356516,1.3990516276001377,7370390.921449147,9558746.411538512,8974388.370586982,0.8212694411136875,0.9388666655863844,7139513.596819803,8300873.413983459,5653572.726144392,1.2628321846473864,0.6810816698662715,6569732.071124233,8441827.519957976,11358653.425194256,0.5783900454742397,1.3455206705349507,8244384.756526132,14622411.632963348,7664315.208557109,1.075684458713465,0.524148505796364,8190483.039129113,7713170.195875322,7458415.074681761,1.0981532882143312,0.9669714119196028,5891246.314889063,4048212.098327411,8201159.713449324,0.7183430783853453,2.025872042830408,5,1,124.0,4.0,2.0,0.9803149606299213,0.12162162162162163,3.2272164156105685,126.0,36.0,trial_rows
P2,97975.9008565171,97976.9008565171,5,2,High,target,10916083.0973173,15549532.317391356,10479459.284690564,1.0416647272311654,0.6739404807030643,6198093.803850497,7730117.874158693,12592553.463253604,0.4922030962137415,1.6290247662781097,8385810.0242623165,14158956.34838025,7719389.544005233,1.0863307229746706,0.5451948119670778,12922471.909246849,12239576.39380746,7807926.3081152,1.655045321805333,0.6379245536688324,14017706.510435233,11718269.5422581,7081639.984381458,1.979443538693192,0.6043247220798125,8897038.544860715,8934008.164477147,7756918.606420888,1.1469810367090971,0.8682461962888582,6890118.744217478,6943493.725475979,7277582.942667261,0.9467592191662778,1.0481154344484382,10138212.849740217,8075908.925520342,4777856.881197531,2.1219163951179625,0.5916184698541145,11021654.335907606,10716143.677789936,7653489.31126603,1.4400822798149853,0.7142018193660933,11630168.130251575,10635690.91931436,9517585.987264227,1.2219661735459244,0.8948723744858305,17452781.688559797,13710938.828780502,8777753.927238803,1.9882969872738132,0.6402007941873027,5685640.188217879,5357247.322440526,8250190.074026802,0.6891526300851392,1.540005450087822,12144495.38267306,10050314.546033133,8452188.875400888,1.43684618998733,0.8409874971263437,7593303.458247461,9922711.900393017,9289778.978794284,0.817382574502649,0.9362137157712236,5,1,124.0,4.0,2.0,0.9803149606299213,0.12162162162162163,3.2272164156105685,126.0,36.0,trial_rows
P2,97978.00531281123,97979.00531281123,5,2,High,target,9255586.895179965,10420986.421652526,4961435.98852018,1.8655056553376148,0.4761004177312239,8840205.847288338,8408815.017642705,7708894.32064894,1.146754058310163,0.9167634565006786,7386525.86251217,6102471.036022629,8460307.36926119,0.8730800832780158,1.3863740309983208,18612568.8121948,13266615.528058102,7890142.149544771,2.3589649539164097,0.5947366253930846,16138156.439803489,13658505.1436132,8760364.178239485,1.8421787167125132,0.6413852823664151,6220461.178654347,3691209.624830111,9899919.577183418,0.6283345162713031,2.682025835267772,10057323.312429424,7572849.347103547,8310207.258878404,1.2102373622131322,1.0973686228231756,7123222.7882855,9665509.239006978,9060256.83356941,0.7862053934158963,0.9373801844816456,8175612.962357715,5894068.040361764,7316264.737747091,1.1174572347248393,1.241292887636573,8022100.450166476,8203284.171054873,9596867.984276056,0.8359081799718667,1.169881206619468,10587176.649543324,6217210.341377143,6488998.427674677,1.631557900274792,1.0437154401048192,11148070.959339308,12273950.629756885,10098749.560708584,1.1039060719669036,0.8227790599242957,7563006.902048525,6443900.628288947,10420612.27627603,0.7257737550860385,1.6171280218892856,10182903.588685168,10820401.080360165,10804568.994730588,0.94246272976288,0.9985368300572228,5,1,124.0,4.0,2.0,0.9803149606299213,0.12162162162162163,3.2272164156105685,126.0,36.0,trial_rows
P2,97980.11348890536,97981.11348890536,5,2,High,target,9601369.640078,12882727.783804145,5968874.6620633295,1.608572835529936,0.4633238210285911,9883707.454270365,8750543.092594225,5891044.792650737,1.6777511973089392,0.673220476753775,1637277.1984802317,8373757.876907674,10407173.655616568,0.1573219831492503,1.2428319290573766,8021927.637311582,16230407.883350426,9477651.386039106,0.8464045901844572,0.5839441284628174,9858231.31023811,7999134.16187712,8052204.787440153,1.224289690894971,1.006634546250763,6893150.466725548,13559183.125687432,7212049.269109059,0.955782498082836,0.5318940825753777,7317794.061791662,5470363.297823869,7036804.881986986,1.039931358694336,1.2863505582501722,13517753.744302584,6161184.626043151,6445493.306477498,2.0972411422284325,1.0461451324202464,9861842.73111861,8628334.084825411,7515222.931155321,1.312248860939983,0.8709935031806765,9754656.548850074,11291236.047776654,7137201.877933251,1.3667340108466668,0.6321010248774872,5515387.768643172,11635077.176141713,10812485.887608344,0.510094332235299,0.929300744973129,9515745.810168562,7308181.768997394,9847425.067718314,0.9663181740131176,1.347452126805718,7254864.057595566,5336812.400945965,7657695.282216863,0.9473952397196092,1.4348818558545386,8119019.879649971,5546933.133003514,7261941.767726943,1.1180232697171988,1.3091814149551138,5,1,124.0,4.0,2.0,0.9803149606299213,0.12162162162162163,3.2272164156105685,126.0,36.0,trial_rows
P2,97982.21978999948,97983.21978999948,5,2,High,target,11990487.925225817,14104533.668642888,6671031.558108528,1.7973963727770972,0.4729707280531737,5196285.047043472,5470724.381608701,10521040.140188202,0.4938946128714722,1.9231530244070572,12440307.40485642,13327705.940731794,7017328.397065692,1.7727982361575607,0.5265218506674515,8161179.943874993,9820262.809086738,11018726.501754437,0.7406645352868633,1.1220398797839457,5884866.451378656,6692883.601072228,7653722.398038964,0.768889456049056,1.1435612591279498,11120387.474850029,10761588.96526845,10090570.31022912,1.1020573796088562,0.9376468793590844,16807021.839823443,9151705.220347902,9252540.955875482,1.8164763517367375,1.0110182455727903,10936216.42468779,11304741.96616092,8029059.353886157,1.3620794096377598,0.7102381795108604,5689423.425585591,7056048.187360315,5903135.942504682,0.9637967820831832,0.8366065233339994,10870052.451646805,9852520.765122335,13168588.582376014,0.8254531139498563,1.3365704976732928,9475951.838974318,15736931.359987518,7598620.979971077,1.2470620476993952,0.482852775178979,10590436.784566805,15197616.499053871,10829896.0732262,0.9778890501773708,0.7126049057692971,10111474.679636993,12332673.57676838,7306885.827830652,1.383828202313515,0.5924818963501123,5969208.512242439,9906556.924962644,13521279.647643223,0.4414677210882832,1.3648818403871643,5,1,124.0,4.0,2.0,0.9803149606299213,0.12162162162162163,3.2272164156105685,126.0,36.0,trial_rows
P2,97984.32241989362,97985.32241989362,5,2,High,target,7356263.382461671,5241017.536285817,6010291.665815678,1.2239444924613865,1.146779537409262,6243710.738709122,10493400.767892145,5515783.639012919,1.1319716557675692,0.5256430933134845,11183969.565337865,11694834.985479206,10436890.153893553,1.071580652898374,0.8924358630842103,11736592.46733761,9591057.694963785,7355160.183987951,1.5956950187010144,0.766876857372061,6875033.274548094,10390004.398018844,7504591.262879882,0.916110289517594,0.7222895174434045,10346403.524383878,9085168.047735114,9425283.571641373,1.0977286195944231,1.0374363492363852,7944322.811783449,7738540.869838724,9712377.104915176,0.8179586445179354,1.2550656859317704,9425282.769590575,5019188.345553358,6113652.420756558,1.5416778908775792,1.218055988309906,3872799.475810757,3569304.95875581,4542939.387898456,0.8524875956142344,1.272779838201899,8874484.88467188,9490476.258150838,4808281.937889795,1.8456664977858213,0.5066428498527912,5169901.815455009,5516696.636365166,7155580.889459766,0.7224992485334517,1.2970771026797707,4576387.353163805,10441959.79887688,9010976.781939551,0.5078680662385158,0.8629583866918124,11688461.139180817,11910555.470909126,7426551.474286609,1.5738746549660998,0.6235268785259891,9902208.482354889,7308542.25388089,12929561.749934183,0.765858013896356,1.769102688442212,5,1,124.0,4.0,2.0,0.9803149606299213,0.12162162162162163,3.2272164156105685,126.0,36.0,trial_rows
P2,97986.42967708774,97987.42967708774,5,2,High,nonTarget,3642905.578882406,8617275.967432708,7779536.730165699,0.4682676752147444,0.9027837520310272,7950416.75697782,7833978.894767385,7846569.033643767,1.0132347938173722,1.0016071193253775,10772754.53776662,8055066.953407759,9689064.482402151,1.1118467172277289,1.202853376445632,9103871.398725675,6360590.926215936,9864735.49579757,0.9228702992192718,1.5509149401730715,8890721.050014473,12157912.90051817,7283359.551761039,1.2206895714581043,0.5990633105662916,6192857.758919886,11909515.81707004,10001323.440756584,0.6192038279337365,0.8397758224915894,12363740.811662296,12726072.718973069,8662826.060480285,1.4272179454307112,0.6807148011628944,7528554.628325764,7744348.661483316,6485535.089894686,1.1608224339201,0.837453912961155,3787165.872505012,4854543.646943751,7401881.252084799,0.5116490988609587,1.5247326608639644,10103962.193616174,9425980.424126718,7684733.413287759,1.3148097208089613,0.8152715226967725,6204131.929832053,6678917.3185434695,7902147.087645417,0.7851197732742637,1.1831479131663676,7484944.207104991,6636307.740579496,10394831.752535708,0.7200640073158586,1.566357703542544,12922241.22170875,6170534.238207778,7023325.970598786,1.8399033842091543,1.13820387335517,10729192.316933548,4962994.220161368,9293576.669543574,1.1544739660990475,1.872574550216059,5,1,124.0,4.0,2.0,0.9803149606299213,0.12162162162162163,3.2272164156105685,126.0,36.0,trial_rows
P2,97988.53732348184,97989.53732348184,5,2,High,target,3967533.893578803,5553879.688704953,7047949.901357761,0.5629344630861342,1.2690137879096175,8541981.294786388,8929549.670263816,10663659.156723278,0.8010366019060912,1.1941989854465112,12678437.88754812,14202780.372513551,10195211.117455916,1.2435679596512237,0.7178320617550749,7755428.127382751,9216061.30029666,9307957.913498536,0.8332040388940432,1.0099713543787865,13384659.509034082,17985285.614825744,5594493.14679894,2.392470445100558,0.3110594553020193,8141989.273054791,10682924.078963635,13687538.717421044,0.5948468487392797,1.2812539540905254,4661907.8466573125,7369713.627484927,8042772.722295878,0.5796393865182518,1.0913277135085433,11285448.083214344,8893123.251439532,6321863.039871909,1.785145931197365,0.7108709573825581,4969395.847562476,5682016.065601947,9441251.128356712,0.5263492920590727,1.6616023290593276,3490914.483154556,8821312.28962829,7431305.011377843,0.4697579332041577,0.8424262476361078,7751225.90823139,11591285.235276405,4238763.665871568,1.828652531548393,0.3656853903458006,9725894.614013216,7937925.186756251,6397875.440806219,1.5201756745654336,0.8059883773508633,6090696.5655861,5081602.347537508,5693807.290007507,1.069705428259773,1.1204747834640518,11984990.2273786,9778357.355080258,6888369.151746593,1.739887912996028,0.7044505433387339,5,1,124.0,4.0,2.0,0.9803149606299213,0.12162162162162163,3.2272164156105685,126.0,36.0,trial_rows
P2,97990.64526617598,97991.64526617598,5,2,High,target,6475524.008766803,5622918.063371248,8934589.694405144,0.7247701607183805,1.5889596102434342,8299908.197814494,7505008.317328352,11388030.399819002,0.7288273657880656,1.517390776706419,9486594.841654267,10074652.809452508,9097021.792823013,1.042824240471602,0.9029613193506542,10390526.915820455,11424640.344766855,7144772.936830079,1.4542837130987147,0.6253827447708494,8073675.455854535,9871799.752146106,9633320.804727511,0.8380988881728523,0.9758424042822842,6590740.229819077,12573248.731214613,8882890.332571246,0.7419589776598444,0.7064912595356835,17409429.361982785,13373082.088874465,7813010.921813468,2.228261234523131,0.5842341256779832,5319312.061095811,7906882.755707273,8712317.045852907,0.6105507906909589,1.1018649593057723,9775084.414743548,10563364.415082274,8887323.466848096,1.0998906983870924,0.8413345519121596,7806986.862132717,3914723.089974176,7974989.168708567,0.978933851442076,2.0371783611292864,5044437.672327901,6613463.820454575,7800697.160214995,0.6466649799014722,1.17951762827952,7924939.510170047,10932495.373119194,9626204.054584632,0.8232673507887742,0.8805129776915827,7983778.103689734,8003955.858464077,10142218.67933077,0.7871826033449852,1.2671507512882532,10319772.578052277,3930656.4725462,5882150.83984855,1.7544216153283791,1.496480519458423,5,1,124.0,4.0,2.0,0.9803149606299213,0.12162162162162163,3.2272164156105685,126.0,36.0,trial_rows
P2,97992.7525424701,97993.7525424701,5,2,High,target,8263471.973031911,5463152.026078301,8973326.204013925,0.9208928534589008,1.6425181216228002,9694237.740468236,12876045.282249589,7851175.431158205,1.2347498569444324,0.6097505296895412,7366730.609918741,5514039.03829979,8455634.22744786,0.871221532502621,1.5334737691764853,10527673.023398608,11393701.272459064,6702733.760120167,1.5706536168922614,0.5882841404945436,10378764.254830103,11591718.556347089,8925688.7785655,1.1627970134645609,0.7700056497384684,6003114.386250229,11253065.395736497,8420696.561018528,0.7128999771871746,0.7483024638076767,7536528.700352187,5192153.174697478,5599046.440943548,1.346037897674972,1.0783669611730546,11188895.78874492,9343489.806036895,6467550.672636668,1.7300051217354389,0.6921986117497486,2593382.943198426,8087449.925931695,7612358.203334573,0.3406806240492469,0.941255682947256,8259199.035177694,8690964.423657294,9423612.233315324,0.8764366392304347,1.0842999434750558,6619735.974008031,8886685.82319177,10907826.29006088,0.6068794824904646,1.2274346710440125,11918413.252093203,6582019.551135922,8506158.733535573,1.401151051308836,1.292332644631477,6636158.229874144,4620530.868709123,8095336.454641146,0.8197507623132281,1.7520360072613927,12152624.870795315,9381771.677702185,8740984.682071932,1.390303874541821,0.9316987219851852,5,1,124.0,4.0,2.0,0.9803149606299213,0.12162162162162163,3.2272164156105685,126.0,36.0,trial_rows
P2,97994.86026196422,97995.86026196422,5,2,High,target,7742516.938152932,7122644.984388332,8091242.982749589,0.956900806793204,1.1359885268020888,9523726.024794942,9716803.12865802,8499690.293242732,1.120479181737518,0.8747414330310321,8047327.180274095,7191135.914395783,6884184.270628287,1.1689587123064695,0.9573152771103914,10390471.071633471,6046136.950422639,7966229.924884675,1.3043147347751065,1.3175735168102365,6863651.706937077,8306951.111708055,9386884.12269003,0.7311959556788625,1.1300035351670583,8775236.382316202,8721895.290433908,8581751.36683375,1.0225460989501771,0.9839319415180476,18041746.65083514,13520168.058366211,11096477.836332306,1.6258984983291274,0.8207352000677137,19198918.647267744,19196322.96958149,7976825.638761822,2.4068369445076447,0.4155392494386507,8468278.30838974,10790865.774496851,6514684.537637695,1.2998754213600714,0.6037221362751549,8897444.509436885,12012532.146380072,11247331.623666728,0.7910715898795772,0.9362998147776916,6104157.333381396,9752564.043592088,7268103.408019879,0.8398555979054805,0.7452505182773322,10984991.452167047,2789439.5409574066,10987817.09375566,0.9997428386762812,3.939076983896328,12220040.391720118,3252267.20046542,7165445.302356694,1.7054125565233165,2.2032154373205484,8925944.263973892,9477705.569148168,7864336.878046292,1.134990070032622,0.8297722292245799,5,1,124.0,4.0,2.0,0.9803149606299213,0.12162162162162163,3.2272164156105685,126.0,36.0,trial_rows
P2,97996.96561595834,97997.96561595834,5,2,High,nonTarget,6542911.890965197,6806550.591716721,6235478.556967494,1.0493038876148777,0.9160996415064928,4416736.555169432,11426999.50377177,12166263.57389755,0.3630314704545315,1.0646945044393996,7646487.158224717,8141436.806620904,6231990.562612988,1.2269734816508853,0.7654656924371032,5735149.922050618,7948720.34662292,8242308.437703937,0.6958184063842509,1.0369352648323766,4310634.404547376,8491819.749294398,12911347.86648552,0.3338640124271342,1.5204453518409111,5622234.663547181,6715864.669102235,7716023.590713428,0.7286440479930344,1.1489248177100169,7832181.349073231,8294727.417099636,11215344.432668757,0.6983451463389001,1.352105243331836,10833903.232197536,10171842.17312804,10341203.843045868,1.047644297185283,1.016650048932655,6016869.487666572,6536244.178797723,9017750.170571988,0.667225125320247,1.3796531959169729,15451953.617852291,8038030.461547837,9929712.998812838,1.556132953661367,1.2353415486933512,5097352.322259736,8381829.762024064,8670873.832836678,0.5878706599277246,1.0344846028873314,6187500.670462366,11978939.645105245,7023351.603375236,0.8809897353691959,0.5863082886676929,8592210.086758306,11190072.042616945,9559096.309627373,0.8988517123846451,0.8542479684868816,10683044.580666596,13692327.286701877,11352221.853582349,0.9410531892746102,0.8290936679995765,5,1,124.0,4.0,2.0,0.9803149606299213,0.12162162162162163,3.2272164156105685,126.0,36.0,trial_rows
P2,97999.07188445248,98000.07188445248,5,2,High,target,5923801.502864573,5983295.773863564,12586862.073000748,0.4706337027058818,2.1036670338082075,6506200.278194241,7091966.483312674,9029032.849323824,0.7205866217090443,1.2731352961931008,5222508.350313094,7651353.379083918,8369244.112921918,0.6240119513600593,1.093825327137609,11002588.1328032,9097514.668950478,7730025.173204339,1.4233573482972606,0.849685376115596,9278055.912742564,7965458.975878764,6143745.007085868,1.5101629221332833,0.7712983050556831,10317401.793248042,9107808.68228691,8894275.590804163,1.160004734271474,0.9765549432435892,18849586.104272544,18948585.035924565,5578962.758168921,3.378690075798103,0.2944263514975805,12635457.65792656,7810959.456720142,9129622.950724186,1.3840065166025597,1.1688222172078406,7988257.456812852,10874201.077652402,6967521.440634271,1.1464991568200558,0.6407386980321012,13332526.16647395,13509876.453977069,8475398.871205453,1.573085393275145,0.6273483625167013,6037147.646830708,8845726.256519673,11330754.339528617,0.5328107437445216,1.280929797163616,8720070.937615072,9028366.122014057,13298940.701346096,0.6556966553533427,1.4730174343416365,5594373.607945914,6011701.7210820215,7207740.518217276,0.7761619045256081,1.1989517864702015,6144749.036355048,10967976.503899856,9886343.313569255,0.6215391112223693,0.9013826123764938,5,1,124.0,4.0,2.0,0.9803149606299213,0.12162162162162163,3.2272164156105685,126.0,36.0,trial_rows
P2,98001.1772765466,98002.1772765466,5,2,High,target,7435595.831008879,8655429.912222298,10626907.419743592,0.6996951735172156,1.2277734933463418,7303131.248674321,5786442.490009961,7467131.546882644,0.9780370417772016,1.2904529094991126,9629800.702789472,7570441.349976978,12419941.178193834,0.7753499444664748,1.6405835015459969,9505983.441524776,6134543.974308565,5778671.101532641,1.645012023439708,0.941988699687162,12171463.738514444,14717016.801223408,9436713.492112694,1.289799011985209,0.6412110293526493,8808368.600163743,5919420.282968653,7464500.408082376,1.180034579491249,1.261018824691199,6260188.871445133,7155751.365758048,10585039.05269666,0.5914185899815153,1.4792351650657622,8770153.828636963,16715918.92857719,10063499.149788648,0.8714815491211277,0.6020308660736741,6901320.039739221,8684968.138412409,12210917.77977715,0.5651761943044686,1.4059830255185344,12435613.911500512,11674389.842252737,8141597.259843663,1.5274169815345673,0.69738953126073,4354150.744001049,6544280.744141285,8750602.385474002,0.4975829722567372,1.3371373765265049,6323588.132174184,12856985.06348987,8686997.159018412,0.727937170511141,0.6756636269016894,4726136.283609542,7216636.875110051,5217051.288926469,0.905901824971718,0.7229200220562451,5480350.533652728,8158226.278480258,9314264.569212928,0.5883825279955331,1.14170216065005,5,1,124.0,4.0,2.0,0.9803149606299213,0.12162162162162163,3.2272164156105685,126.0,36.0,trial_rows
P2,98003.28571904072,98004.28571904072,5,2,High,target,8839634.280421713,8757564.167723827,12768514.210395329,0.6922993650447626,1.457998361856592,14551341.446898514,11389030.811838051,10481110.905655118,1.3883396118866838,0.9202811967775856,13114737.04594394,11859935.085176405,13208577.375527369,0.9928955006345124,1.1137141376124913,4603421.082560988,8512963.595013268,7459044.794925657,0.6171595973914338,0.8761983663709103,9346272.82644006,8852957.55979221,8670659.077279696,1.0779195379657724,0.97940818293985,14974000.997290904,9582022.062103258,11711719.783386713,1.2785484347509577,1.2222597388610044,8733358.448342206,9382001.10087889,10178772.63126664,0.8579972030729439,1.084925542197294,12881302.933779066,9394947.338322898,5921919.499070925,2.175190482714259,0.6303302494219252,9977609.99163179,7642663.511614021,7280041.424471955,1.3705430243970758,0.952552917370886,12850804.51644072,9117383.252995608,10135931.71471848,1.2678463981539998,1.11171499908027,10419012.691982005,14684695.986142917,11924656.081231164,0.8737369548444276,0.8120465069541625,6359997.262807232,5955260.348317466,5876037.506289312,1.082361583975583,0.986696997713872,9112493.315279154,13691762.301860755,10180351.22679959,0.8951059852719698,0.7435384140006613,5683469.205807711,9819158.749104865,9539077.82641734,0.5958090823064699,0.9714760775496112,5,1,124.0,4.0,2.0,0.9803149606299213,0.12162162162162163,3.2272164156105685,126.0,36.0,trial_rows
P2,98005.39169463485,98006.39169463485,5,2,High,nonTarget,9526625.63701772,10812238.05633201,9534404.46544648,0.999184130644242,0.8818159955202626,9787132.500682397,11348371.64304034,6805214.844886646,1.438181265950233,0.5996644328316572,9645624.186879735,8203585.825264366,8427442.609581186,1.1445493768078108,1.0272876750588034,9638306.66822251,6788488.8806935325,7569264.919805096,1.2733477781975544,1.1150147039839884,7770076.009614014,11400382.306746036,11108684.659629932,0.6994595892933432,0.974413345160934,12638363.983649677,9750390.316645632,8336253.009037477,1.516072505230852,0.8549660822096552,8664972.57176538,10220728.590962805,8211303.89805481,1.0552492855389313,0.8033971184124062,8733507.025746422,10955003.568042958,8855185.407674624,0.9862590813939656,0.8083233704739492,3954971.656458583,5892065.711662579,9455418.080566067,0.418275704232193,1.6047713218558126,9401950.389674526,7915588.422470009,11567029.728594003,0.8128232234445334,1.4612975196838982,20470106.879628677,17256453.437213987,6145305.157942853,3.3310155238053407,0.3561163468670998,12461023.870070202,7627144.825427935,7310887.263586813,1.7044475479925083,0.9585352620043662,7805662.041669071,7032538.109927812,8450995.318210883,0.9236381926338078,1.2016991854307395,7142506.382535976,12138786.39903736,17622297.36329984,0.4053107398704408,1.451734694392294,5,1,124.0,4.0,2.0,0.9803149606299213,0.12162162162162163,3.2272164156105685,126.0,36.0,trial_rows
P2,98007.49949872895,98008.49949872895,5,2,High,target,7695911.118322915,9086205.29875508,5633180.489863364,1.3661751353735845,0.6199706373171183,7686198.721274148,6016000.475183026,7857762.053951011,0.9781663873888116,1.3061438552682216,7513002.902152486,7410943.259788001,9197894.646957846,0.8168176730136142,1.2411233394358714,7918336.184887784,6774415.635589232,8587472.612205882,0.9220799346286108,1.267632970007302,6592770.121842116,6887888.856472231,9978149.75249018,0.6607207032743522,1.4486513880249643,12056062.38631133,9162366.76479714,9253834.488603825,1.3028180265335925,1.0099829799608235,12598785.746788984,10677904.760530064,11804627.66447347,1.0672751487711525,1.1055191003489973,6822698.593515468,5579435.603061367,11612715.718389068,0.5875196430333285,2.0813423694714417,9493517.712638246,7716336.916930521,11288124.282109186,0.841018177633351,1.4628863933276108,13137070.961037869,12238811.291009745,12044140.30088058,1.0907437669152178,0.9840939625997696,7610441.564514141,6609060.652195472,8770962.364103276,0.8676860358746067,1.3271117978300957,16609587.172852855,14268396.551676156,9462271.406506514,1.7553488437703928,0.6631629119808105,8073895.199702956,5308637.365899496,10324265.794884458,0.7820309317979267,1.944805245354165,14941701.728759607,13424067.642035816,6066879.769928213,2.462831355719516,0.4519404946180788,5,1,124.0,4.0,2.0,0.9803149606299213,0.12162162162162163,3.2272164156105685,126.0,36.0,trial_rows
P2,98009.60400022307,98010.60400022307,5,2,High,target,8057441.673726191,7904422.166377583,5663129.320818277,1.4227896304797707,0.7164507666236608,6002110.589713931,8000753.913827117,12068175.67990026,0.497350283001808,1.508379811437984,5088358.642631631,3092261.582745802,8945916.606766613,0.5687912000859522,2.893001244358831,6993564.839789532,7992344.339803936,8261683.52774204,0.8465060197846757,1.0336996476236298,9818131.644009212,9662580.953246966,5656624.759596668,1.7356872801846008,0.5854155103037811,10730368.493045349,8363461.627686059,6754989.489369185,1.588510020619944,0.8076786610711222,8610706.21813167,14695508.837050453,11750071.92751678,0.7328215751570661,0.7995689062424562,14179750.167874932,8377664.581680916,6999316.005840736,2.0258765508004384,0.8354734111873903,7364911.097527384,5805904.549886394,8514585.76117047,0.8649758548576715,1.466539053132914,8231240.814615647,8491513.259447077,6424087.721917808,1.2813089065599408,0.7565303763461486,5704542.059430477,4261423.259676172,6430976.382474358,0.8870413635752802,1.509114676152364,10170570.025835568,8156104.28171202,9475872.418129878,1.0733122584445678,1.1618135436763728,6319089.52193381,5578251.047694564,10446302.07164581,0.6049116212219814,1.8726841051664684,8826054.990937786,7961884.527068677,6572528.00961204,1.3428706546446147,0.8254990369763431,5,1,124.0,4.0,2.0,0.9803149606299213,0.12162162162162163,3.2272164156105685,126.0,36.0,trial_rows
