"TimestampLSL_s","Marker"
"97574.62528543649","{""event"":""EXP_START"",""participant"":112,""block"":1,""lsl_time_s"":97574.625301}"
"97574.62817643648","{""event"":""BLOCK_START"",""participant"":112,""block"":1,""lsl_time_s"":97574.628192}"
"97574.73009653621","{""event"":""first_trial_start"",""participant"":112,""block"":1,""trialIndex"":0,""lsl_time_s"":97574.730112}"
"97574.73009653621","{""event"":""trial_onset"",""participant"":112,""block"":1,""trial"":0,""stimulus"":""target"",""lsl_t"":97574.730112}"
"97576.83780563032","{""event"":""trial_onset"",""participant"":112,""block"":1,""trial"":1,""stimulus"":""target"",""lsl_t"":97576.837821}"
"97578.94202812444","{""event"":""trial_onset"",""participant"":112,""block"":1,""trial"":2,""stimulus"":""target"",""lsl_t"":97578.942044}"
"97581.04661811858","{""event"":""trial_onset"",""participant"":112,""block"":1,""trial"":3,""stimulus"":""nonTarget"",""lsl_t"":97581.046634}"
"97583.1518709127","{""event"":""trial_onset"",""participant"":112,""block"":1,""trial"":4,""stimulus"":""target"",""lsl_t"":97583.151887}"
"97585.25672630683","{""event"":""trial_onset"",""participant"":112,""block"":1,""trial"":5,""stimulus"":""target"",""lsl_t"":97585.256742}"
"97587.36788770094","{""event"":""trial_onset"",""participant"":112,""block"":1,""trial"":6,""stimulus"":""target"",""lsl_t"":97587.367903}"
"97589.47179229508","{""event"":""trial_onset"",""participant"":112,""block"":1,""trial"":7,""stimulus"":""target"",""lsl_t"":97589.471808}"
"97591.5772413892","{""event"":""trial_onset"",""participant"":112,""block"":1,""trial"":8,""stimulus"":""nonTarget"",""lsl_t"":97591.577257}"
"97593.68304368334","{""event"":""trial_onset"",""participant"":112,""block"":1,""trial"":9,""stimulus"":""nonTarget"",""lsl_t"":97593.683059}"
"97595.79172407744","{""event"":""trial_onset"",""participant"":112,""block"":1,""trial"":10,""stimulus"":""target"",""lsl_t"":97595.791740}"
"97597.89781397158","{""event"":""trial_onset"",""participant"":112,""block"":1,""trial"":11,""stimulus"":""nonTarget"",""lsl_t"":97597.897830}"
"97600.00884986568","{""event"":""trial_onset"",""participant"":112,""block"":1,""trial"":12,""stimulus"":""target"",""lsl_t"":97600.008866}"
"97602.11373075981","{""event"":""trial_onset"",""participant"":112,""block"":1,""trial"":13,""stimulus"":""target"",""lsl_t"":97602.113746}"
"97604.21851465394","{""event"":""trial_onset"",""participant"":112,""block"":1,""trial"":14,""stimulus"":""target"",""lsl_t"":97604.218530}"
"97606.32372604807","{""event"":""trial_onset"",""participant"":112,""block"":1,""trial"":15,""stimulus"":""target"",""lsl_t"":97606.323742}"
"97608.43150524219","{""event"":""trial_onset"",""participant"":112,""block"":1,""trial"":16,""stimulus"":""target"",""lsl_t"":97608.431521}"
"97610.54069303631","{""event"":""trial_onset"",""participant"":112,""block"":1,""trial"":17,""stimulus"":""target"",""lsl_t"":97610.540709}"
"97612.64782583043","{""event"":""trial_onset"",""participant"":112,""block"":1,""trial"":18,""stimulus"":""nonTarget"",""lsl_t"":97612.647842}"
"97614.75446342454","{""event"":""trial_onset"",""participant"":112,""block"":1,""trial"":19,""stimulus"":""target"",""lsl_t"":97614.754479}"
"97616.85852971868","{""event"":""trial_onset"",""participant"":112,""block"":1,""trial"":20,""stimulus"":""target"",""lsl_t"":97616.858545}"
"97618.9660440128","{""event"":""trial_onset"",""participant"":112,""block"":1,""trial"":21,""stimulus"":""nonTarget"",""lsl_t"":97618.966060}"
"97621.07524420692","{""event"":""trial_onset"",""participant"":112,""block"":1,""trial"":22,""stimulus"":""target"",""lsl_t"":97621.075260}"
"97623.18132360105","{""event"":""trial_onset"",""participant"":112,""block"":1,""trial"":23,""stimulus"":""target"",""lsl_t"":97623.181339}"
"97625.28818699517","{""event"":""trial_onset"",""participant"":112,""block"":1,""trial"":24,""stimulus"":""target"",""lsl_t"":97625.288203}"
"97627.3935952893","{""event"":""trial_onset"",""participant"":112,""block"":1,""trial"":25,""stimulus"":""nonTarget"",""lsl_t"":97627.393611}"
"97629.49769248342","{""event"":""trial_onset"",""participant"":112,""block"":1,""trial"":26,""stimulus"":""target"",""lsl_t"":97629.497708}"
"97631.60143907755","{""event"":""trial_onset"",""participant"":112,""block"":1,""trial"":27,""stimulus"":""target"",""lsl_t"":97631.601455}"
"97633.70824137169","{""event"":""trial_onset"",""participant"":112,""block"":1,""trial"":28,""stimulus"":""nonTarget"",""lsl_t"":97633.708257}"
"97635.8153946658","{""event"":""trial_onset"",""participant"":112,""block"":1,""trial"":29,""stimulus"":""target"",""lsl_t"":97635.815410}"
"97637.92408605992","{""event"":""trial_onset"",""participant"":112,""block"":1,""trial"":30,""stimulus"":""target"",""lsl_t"":97637.924102}"
"97640.03127305405","{""event"":""trial_onset"",""participant"":112,""block"":1,""trial"":31,""stimulus"":""target"",""lsl_t"":97640.031289}"
"97642.13467814817","{""event"":""trial_onset"",""participant"":112,""block"":1,""trial"":32,""stimulus"":""target"",""lsl_t"":97642.134694}"
"97644.2392071423","{""event"":""trial_onset"",""participant"":112,""block"":1,""trial"":33,""stimulus"":""target"",""lsl_t"":97644.239223}"
"97646.34555953642","{""event"":""trial_onset"",""participant"":112,""block"":1,""trial"":34,""stimulus"":""nonTarget"",""lsl_t"":97646.345575}"
"97648.45292873053","{""event"":""trial_onset"",""participant"":112,""block"":1,""trial"":35,""stimulus"":""target"",""lsl_t"":97648.452945}"
"97650.55887682468","{""event"":""trial_onset"",""participant"":112,""block"":1,""trial"":36,""stimulus"":""nonTarget"",""lsl_t"":97650.558893}"
"97652.6650157188","{""event"":""trial_onset"",""participant"":112,""block"":1,""trial"":37,""stimulus"":""target"",""lsl_t"":97652.665032}"
"97654.7750350129","{""event"":""trial_onset"",""participant"":112,""block"":1,""trial"":38,""stimulus"":""target"",""lsl_t"":97654.775051}"
"97656.88001330703","{""event"":""trial_onset"",""participant"":112,""block"":1,""trial"":39,""stimulus"":""target"",""lsl_t"":97656.880029}"
"97658.98791120115","{""event"":""trial_onset"",""participant"":112,""block"":1,""trial"":40,""stimulus"":""target"",""lsl_t"":97658.987927}"
"97661.09092819529","{""event"":""trial_onset"",""participant"":112,""block"":1,""trial"":41,""stimulus"":""nonTarget"",""lsl_t"":97661.090944}"
"97663.19830648942","{""event"":""trial_onset"",""participant"":112,""block"":1,""trial"":42,""stimulus"":""target"",""lsl_t"":97663.198322}"
"97665.30251808354","{""event"":""trial_onset"",""participant"":112,""block"":1,""trial"":43,""stimulus"":""target"",""lsl_t"":97665.302534}"
"97667.40897077766","{""event"":""trial_onset"",""participant"":112,""block"":1,""trial"":44,""stimulus"":""target"",""lsl_t"":97667.408987}"
"97669.5128673718","{""event"":""trial_onset"",""participant"":112,""block"":1,""trial"":45,""stimulus"":""nonTarget"",""lsl_t"":97669.512883}"
"97671.61873666591","{""event"":""trial_onset"",""participant"":112,""block"":1,""trial"":46,""stimulus"":""target"",""lsl_t"":97671.618753}"
"97673.72644526004","{""event"":""trial_onset"",""participant"":112,""block"":1,""trial"":47,""stimulus"":""target"",""lsl_t"":97673.726461}"
"97675.83252455418","{""event"":""trial_onset"",""participant"":112,""block"":1,""trial"":48,""stimulus"":""target"",""lsl_t"":97675.832540}"
"97677.93551634831","{""event"":""trial_onset"",""participant"":112,""block"":1,""trial"":49,""stimulus"":""target"",""lsl_t"":97677.935532}"
"97680.04528204241","{""event"":""trial_onset"",""participant"":112,""block"":1,""trial"":50,""stimulus"":""target"",""lsl_t"":97680.045298}"
"97682.15175793653","{""event"":""trial_onset"",""participant"":112,""block"":1,""trial"":51,""stimulus"":""nonTarget"",""lsl_t"":97682.151774}"
"97684.26284543065","{""event"":""trial_onset"",""participant"":112,""block"":1,""trial"":52,""stimulus"":""target"",""lsl_t"":97684.262861}"
"97686.3654579248","{""event"":""trial_onset"",""participant"":112,""block"":1,""trial"":53,""stimulus"":""target"",""lsl_t"":97686.365474}"
"97688.46663721892","{""event"":""trial_onset"",""participant"":112,""block"":1,""trial"":54,""stimulus"":""target"",""lsl_t"":97688.466653}"
"97690.57295081305","{""event"":""trial_onset"",""participant"":112,""block"":1,""trial"":55,""stimulus"":""target"",""lsl_t"":97690.572967}"
"97692.68029060717","{""event"":""trial_onset"",""participant"":112,""block"":1,""trial"":56,""stimulus"":""target"",""lsl_t"":97692.680307}"
"97694.7847671013","{""event"":""trial_onset"",""participant"":112,""block"":1,""trial"":57,""stimulus"":""target"",""lsl_t"":97694.784783}"
"97696.89078429542","{""event"":""trial_onset"",""participant"":112,""block"":1,""trial"":58,""stimulus"":""target"",""lsl_t"":97696.890800}"
"97698.99506698955","{""event"":""trial_onset"",""participant"":112,""block"":1,""trial"":59,""stimulus"":""target"",""lsl_t"":97698.995083}"
"97701.10259648367","{""event"":""trial_onset"",""participant"":112,""block"":1,""trial"":60,""stimulus"":""nonTarget"",""lsl_t"":97701.102612}"
"97703.21067717779","{""event"":""trial_onset"",""participant"":112,""block"":1,""trial"":61,""stimulus"":""target"",""lsl_t"":97703.210693}"
"97705.31473987193","{""event"":""trial_onset"",""participant"":112,""block"":1,""trial"":62,""stimulus"":""target"",""lsl_t"":97705.314756}"
"97707.41855806606","{""event"":""trial_onset"",""participant"":112,""block"":1,""trial"":63,""stimulus"":""nonTarget"",""lsl_t"":97707.418574}"
"97709.52635186019","{""event"":""trial_onset"",""participant"":112,""block"":1,""trial"":64,""stimulus"":""target"",""lsl_t"":97709.526368}"
"97711.6333963543","{""event"":""trial_onset"",""participant"":112,""block"":1,""trial"":65,""stimulus"":""nonTarget"",""lsl_t"":97711.633412}"
"97713.73950884842","{""event"":""trial_onset"",""participant"":112,""block"":1,""trial"":66,""stimulus"":""target"",""lsl_t"":97713.739525}"
"97715.84947794252","{""event"":""trial_onset"",""participant"":112,""block"":1,""trial"":67,""stimulus"":""target"",""lsl_t"":97715.849494}"
"97717.95802333666","{""event"":""trial_onset"",""participant"":112,""block"":1,""trial"":68,""stimulus"":""target"",""lsl_t"":97717.958039}"
"97720.06498823078","{""event"":""trial_onset"",""participant"":112,""block"":1,""trial"":69,""stimulus"":""nonTarget"",""lsl_t"":97720.065004}"
