player_name,session_id,game_mode,session_date,score,hits,misses,false_alarms,total_targets,hit_rate,miss_rate,avg_reaction_time_ms,reaction_time_variability_ms,avg_attention_index,pct_focused_windows,total_eeg_windows,avg_theta_all,avg_alpha_all,avg_beta_all,avg_TBR_all,avg_BAR_all,avg_theta_AF3,avg_theta_F7,avg_theta_F3,avg_theta_FC5,avg_theta_T7,avg_theta_P7,avg_theta_O1,avg_theta_O2,avg_theta_P8,avg_theta_T8,avg_theta_FC6,avg_theta_F4,avg_theta_F8,avg_theta_AF4,avg_alpha_AF3,avg_alpha_F7,avg_alpha_F3,avg_alpha_FC5,avg_alpha_T7,avg_alpha_P7,avg_alpha_O1,avg_alpha_O2,avg_alpha_P8,avg_alpha_T8,avg_alpha_FC6,avg_alpha_F4,avg_alpha_F8,avg_alpha_AF4,avg_beta_AF3,avg_beta_F7,avg_beta_F3,avg_beta_FC5,avg_beta_T7,avg_beta_P7,avg_beta_O1,avg_beta_O2,avg_beta_P8,avg_beta_T8,avg_beta_FC6,avg_beta_F4,avg_beta_F8,avg_beta_AF4,avg_tbr_AF3,avg_tbr_F7,avg_tbr_F3,avg_tbr_FC5,avg_tbr_T7,avg_tbr_P7,avg_tbr_O1,avg_tbr_O2,avg_tbr_P8,avg_tbr_T8,avg_tbr_FC6,avg_tbr_F4,avg_tbr_F8,avg_tbr_AF4,avg_bar_AF3,avg_bar_F7,avg_bar_F3,avg_bar_FC5,avg_bar_T7,avg_bar_P7,avg_bar_O1,avg_bar_O2,avg_bar_P8,avg_bar_T8,avg_bar_FC6,avg_bar_F4,avg_bar_F8,avg_bar_AF4
"layan","e10491e4-3c90-4e09-abeb-7482299e6cc6","Rassd","2026-05-11 22:07:02",100,10,6,5,16,0.6250,0.3750,449.82,196.85,0.3750,0.3750,16,4592.9850,1012.7190,414.7585,15.3669,0.5311,13546.4200,10700.1800,1703.2740,2232.2250,43.0095,215.4884,507.9665,676.4799,614.5013,4.2905,3603.9600,1986.4200,16066.7300,12400.8400,1696.0980,1721.9310,610.6133,574.3750,28.6443,184.8676,703.4154,1132.5180,1439.0760,1.9333,1149.1030,1079.3890,2044.0640,1812.0390,399.5351,509.6463,296.2162,529.9342,17.6381,148.5690,350.0336,548.5276,903.9279,0.5461,572.8561,537.2966,512.8800,479.0127,50.1308,34.7480,8.8939,10.5182,2.8840,2.3096,2.0213,1.5989,0.8151,6.6405,9.0355,5.6422,41.4575,38.4407,0.3154,0.3810,0.5114,0.9747,0.6322,0.7942,0.5024,0.5295,0.7757,0.3617,0.5392,0.5234,0.2919,0.3026
