"TimestampLSL_s","Marker"
"35976.17592292482","{""event"":""EXP_START"",""participant"":115,""block"":1,""lsl_time_s"":35976.175931}"
"35976.18114192467","{""event"":""BLOCK_START"",""participant"":115,""block"":1,""lsl_time_s"":35976.181150}"
"35976.288420921555","{""event"":""first_trial_start"",""participant"":115,""block"":1,""trialIndex"":0,""lsl_time_s"":35976.288429}"
"35976.288420921555","{""event"":""trial_onset"",""participant"":115,""block"":1,""trial"":0,""stimulus"":""target"",""lsl_t"":35976.288429}"
"35978.43369985936","{""event"":""trial_onset"",""participant"":115,""block"":1,""trial"":1,""stimulus"":""target"",""lsl_t"":35978.433708}"
"35980.54616669811","{""event"":""trial_onset"",""participant"":115,""block"":1,""trial"":2,""stimulus"":""target"",""lsl_t"":35980.546175}"
"35982.65892293685","{""event"":""trial_onset"",""participant"":115,""block"":1,""trial"":3,""stimulus"":""nonTarget"",""lsl_t"":35982.658931}"
"35984.7747606755","{""event"":""trial_onset"",""participant"":115,""block"":1,""trial"":4,""stimulus"":""target"",""lsl_t"":35984.774769}"
"35986.889383514186","{""event"":""trial_onset"",""participant"":115,""block"":1,""trial"":5,""stimulus"":""target"",""lsl_t"":35986.889392}"
"35989.00319535289","{""event"":""trial_onset"",""participant"":115,""block"":1,""trial"":6,""stimulus"":""target"",""lsl_t"":35989.003204}"
"35991.120527591505","{""event"":""trial_onset"",""participant"":115,""block"":1,""trial"":7,""stimulus"":""target"",""lsl_t"":35991.120536}"
"35993.231978830285","{""event"":""trial_onset"",""participant"":115,""block"":1,""trial"":8,""stimulus"":""target"",""lsl_t"":35993.231987}"
"35995.34181146911","{""event"":""trial_onset"",""participant"":115,""block"":1,""trial"":9,""stimulus"":""target"",""lsl_t"":35995.341820}"
"35997.4562273078","{""event"":""trial_onset"",""participant"":115,""block"":1,""trial"":10,""stimulus"":""target"",""lsl_t"":35997.456236}"
"35999.56566184664","{""event"":""trial_onset"",""participant"":115,""block"":1,""trial"":11,""stimulus"":""target"",""lsl_t"":35999.565670}"
"36001.68178238528","{""event"":""trial_onset"",""participant"":115,""block"":1,""trial"":12,""stimulus"":""target"",""lsl_t"":36001.681791}"
"36003.78928642417","{""event"":""trial_onset"",""participant"":115,""block"":1,""trial"":13,""stimulus"":""target"",""lsl_t"":36003.789295}"
"36005.91065286266","{""event"":""trial_onset"",""participant"":115,""block"":1,""trial"":14,""stimulus"":""nonTarget"",""lsl_t"":36005.910662}"
"36008.02529250135","{""event"":""trial_onset"",""participant"":115,""block"":1,""trial"":15,""stimulus"":""target"",""lsl_t"":36008.025301}"
"36010.13634884014","{""event"":""trial_onset"",""participant"":115,""block"":1,""trial"":16,""stimulus"":""target"",""lsl_t"":36010.136358}"
"36012.240685379125","{""event"":""trial_onset"",""participant"":115,""block"":1,""trial"":17,""stimulus"":""target"",""lsl_t"":36012.240694}"
"36014.34822351801","{""event"":""trial_onset"",""participant"":115,""block"":1,""trial"":18,""stimulus"":""target"",""lsl_t"":36014.348233}"
"36016.4594688568","{""event"":""trial_onset"",""participant"":115,""block"":1,""trial"":19,""stimulus"":""target"",""lsl_t"":36016.459478}"
"36018.568610095645","{""event"":""trial_onset"",""participant"":115,""block"":1,""trial"":20,""stimulus"":""target"",""lsl_t"":36018.568619}"
"36020.682023834364","{""event"":""trial_onset"",""participant"":115,""block"":1,""trial"":21,""stimulus"":""nonTarget"",""lsl_t"":36020.682033}"
"36022.79994187296","{""event"":""trial_onset"",""participant"":115,""block"":1,""trial"":22,""stimulus"":""target"",""lsl_t"":36022.799951}"
"36024.91502491163","{""event"":""trial_onset"",""participant"":115,""block"":1,""trial"":23,""stimulus"":""target"",""lsl_t"":36024.915034}"
"36027.0338607502","{""event"":""trial_onset"",""participant"":115,""block"":1,""trial"":24,""stimulus"":""target"",""lsl_t"":36027.033870}"
"36029.14536988897","{""event"":""trial_onset"",""participant"":115,""block"":1,""trial"":25,""stimulus"":""nonTarget"",""lsl_t"":36029.145379}"
"36031.25120382791","{""event"":""trial_onset"",""participant"":115,""block"":1,""trial"":26,""stimulus"":""target"",""lsl_t"":36031.251213}"
"36033.3588056668","{""event"":""trial_onset"",""participant"":115,""block"":1,""trial"":27,""stimulus"":""nonTarget"",""lsl_t"":36033.358815}"
"36035.46849270563","{""event"":""trial_onset"",""participant"":115,""block"":1,""trial"":28,""stimulus"":""target"",""lsl_t"":36035.468502}"
"36037.59104264409","{""event"":""trial_onset"",""participant"":115,""block"":1,""trial"":29,""stimulus"":""target"",""lsl_t"":36037.591052}"
"36039.701623782894","{""event"":""trial_onset"",""participant"":115,""block"":1,""trial"":30,""stimulus"":""target"",""lsl_t"":36039.701634}"
"36041.8088018218","{""event"":""trial_onset"",""participant"":115,""block"":1,""trial"":31,""stimulus"":""target"",""lsl_t"":36041.808812}"
"36043.932918860206","{""event"":""trial_onset"",""participant"":115,""block"":1,""trial"":32,""stimulus"":""target"",""lsl_t"":36043.932929}"
"36046.04759199889","{""event"":""trial_onset"",""participant"":115,""block"":1,""trial"":33,""stimulus"":""target"",""lsl_t"":36046.047602}"
"36048.16041383763","{""event"":""trial_onset"",""participant"":115,""block"":1,""trial"":34,""stimulus"":""target"",""lsl_t"":36048.160424}"
"36050.275005376316","{""event"":""trial_onset"",""participant"":115,""block"":1,""trial"":35,""stimulus"":""target"",""lsl_t"":36050.275015}"
"36052.38904011502","{""event"":""trial_onset"",""participant"":115,""block"":1,""trial"":36,""stimulus"":""target"",""lsl_t"":36052.389050}"
"36054.49938355383","{""event"":""trial_onset"",""participant"":115,""block"":1,""trial"":37,""stimulus"":""nonTarget"",""lsl_t"":36054.499394}"
"36056.6113172926","{""event"":""trial_onset"",""participant"":115,""block"":1,""trial"":38,""stimulus"":""target"",""lsl_t"":36056.611328}"
"36058.71958053146","{""event"":""trial_onset"",""participant"":115,""block"":1,""trial"":39,""stimulus"":""nonTarget"",""lsl_t"":36058.719591}"
"36060.832703670196","{""event"":""trial_onset"",""participant"":115,""block"":1,""trial"":40,""stimulus"":""target"",""lsl_t"":36060.832714}"
"36062.94522660894","{""event"":""trial_onset"",""participant"":115,""block"":1,""trial"":41,""stimulus"":""target"",""lsl_t"":36062.945237}"
"36065.05900514766","{""event"":""trial_onset"",""participant"":115,""block"":1,""trial"":42,""stimulus"":""target"",""lsl_t"":36065.059016}"
